City	Division	Lat	Lon
Vetto, Province of Reggio Emilia, Italy	Europe	44.4838382	10.3383403
Chorefton, Thessaly, Greece	Europe	39.4519579	23.120004
Eyrarbakki, Iceland, Iceland	Europe	63.8635879	-21.1444476
Saint-Andre-de-la-Marche, Sevremoine, France	Europe	47.100094	-0.995558
Wissen, Germany, Germany	Europe	50.7755474	7.7396765
Kahramanmaras, Kahramanmaras Province, Turkey	Europe	37.7503036	36.954107
Roccagorga, Lazio, Italy	Europe	41.5271438	13.1555338
Palic, Vojvodina, Serbia	Europe	46.1237461	19.7582702
Cergy-Pontoise, Val-d'Oise, France	Europe	49.03201	2.080691
Glonn, Bavaria, Germany	Europe	47.9871265	11.8672941
Krnov, Moravia, Czech Republic	Europe	49.697593	17.2051566
Playa d'en Bossa, Ibiza, Spain	Europe	38.883819	1.4058811
La Cote-Saint-Andre, Auvergne-Rhone-Alpes, France	Europe	45.393794	5.260022
Saint-Cloud, Hauts-de-Seine, France	Europe	48.847647	2.208115
Niksic Municipality, Montenegro, Montenegro	Europe	42.9207762	18.7125791
Akaslompolo, Lapland, Finland	Europe	67.6039044	24.1567316
Alacuas, Province of Valencia, Spain	Europe	39.4563374	-0.4598461
Husafell, Iceland, Iceland	Europe	64.699512	-20.870392
Oliveto Citra, Province of Salerno, Italy	Europe	40.6955084	15.2311827
Puertollano, Province of Ciudad Real, Spain	Europe	38.6884458	-4.1078877
Cadillac-en-Fronsadais, Nouvelle-Aquitaine, France	Europe	44.967291	-0.376116
Opuzen, Dalmatia, Croatia	Europe	43.0172612	17.5644335
Cantavieja, Province of Teruel, Spain	Europe	40.5253607	-0.4048609
Odenthal, North Rhine-Westphalia, Germany	Europe	49.0649707	12.117356
Roseto Degli Abruzzi, Province of Teramo, Italy	Europe	42.6751898	14.0160161
Le Poet-Laval, Drome, France	Europe	44.536615	5.014532
Lagonegro, Basilicata, Italy	Europe	40.1239861	15.7653247
Bodio Lomnago, Lombardy, Italy	Europe	45.7896373	8.7512433
Mellerud, West Coast, Sweden	Europe	58.7025681	12.4518424
Santa Marinella, Province of Rome, Italy	Europe	42.0584662	11.900579
Fontaniva, Province of Padua, Italy	Europe	45.6365237	11.7549832
Aberdaron, Gwynedd, United Kingdom	Europe	52.804729	-4.711515
Huy, Liege Province, Belgium	Europe	50.5187153	5.2396656
Mlada Boleslav, Central Bohemian Region, Czech Republic	Europe	50.4134249	14.908438
Holstebro, West Jutland, Denmark	Europe	55.62955	9.20105
Gjerstad Municipality, Aust-Agder, Norway	Europe	58.8801349	9.0178169
Corfu, Ionian Islands, Greece	Europe	39.6242621	19.9216777
Eguzon-Chantome, Berry, France	Europe	46.4381863	1.5692119
Prizren, Kosovo, Kosovo	Europe	42.2152585	20.7414739
March, Cambridgeshire, United Kingdom	Europe	52.551716	0.088622
Koiliomenos, Ionian Islands, Greece	Europe	37.7474989	20.7740959
Lapland, Finland, Finland	Europe	67.9222304	26.5046438
Dagenham, Greater London, United Kingdom	Europe	51.53889	0.14743
Brotterode, Thuringia, Germany	Europe	50.833333	10.433333
Fondo, Trentino-Alto Adige, Italy	Europe	46.4365458	11.1401368
Castellaccio, Province of Livorno, Italy	Europe	43.4866868	10.3631234
Pintens, Galicia, Spain	Europe	42.2834499	-8.8375432
Bekescsaba, Bekes County, Hungary	Europe	46.6735939	21.0877309
Clogher, Northern Ireland, United Kingdom	Europe	54.4143	-7.16452
Ponte da Barca, Viana do Castelo District, Portugal	Europe	41.8056373	-8.4157905
Nizhny Novgorod Oblast, Volga District, Russia	Europe	55.7995159	44.0296769
Vrbnik, Krk Island, Croatia	Europe	45.0757288	14.6752504
Tubbercurry, County Sligo, Ireland	Europe	54.0552258	-8.7298236
Velen, Germany, Germany	Europe	51.8943629	6.9877005
Lihou, Channel Islands, United Kingdom	Europe	49.4610494	-2.6678387
Stadtroda, Germany, Germany	Europe	50.8586311	11.7301447
Cherbourg-Octeville, Manche, France	Europe	49.6337308	-1.622137
Sant Iscle de Vallalta, Catalonia, Spain	Europe	41.6252874	2.5677848
Valence, Drome, France	Europe	44.933393	4.89236
Garstang, Lancashire, United Kingdom	Europe	53.903027	-2.772196
Claut, Province of Pordenone, Italy	Europe	46.2709666	12.5358826
Pembridge, Herefordshire, United Kingdom	Europe	52.22022	-2.891345
Barano d'Ischia, Isola d'Ischia, Italy	Europe	40.709077	13.9140481
Valladolid, Province of Valladolid, Spain	Europe	41.652251	-4.7245321
Tunceli, Tunceli Province, Turkey	Europe	39.10617	39.548259
Royal Tunbridge Wells, Kent, United Kingdom	Europe	51.132377	0.263695
Karaman Province, Turkey, Turkey	Europe	37.2436336	33.617577
Mornas, Provence-Alpes-Cote d'Azur, France	Europe	44.203285	4.727739
Meschede, North Rhine-Westphalia, Germany	Europe	51.3511245	8.2851304
Casteljaloux, Lot-et-Garonne, France	Europe	44.313746	0.088354
Girasole, Province of Ogliastra, Italy	Europe	39.9532246	9.639703
Roccamontepiano, Province of Chieti, Italy	Europe	42.2539544	14.1291758
Loket, Karlovy Vary Region, Czech Republic	Europe	50.1860122	12.7540628
Muotathal, Switzerland, Switzerland	Europe	46.9740171	8.7622473
Vienne, Nouvelle-Aquitaine, France	Europe	46.6695417	0.4772865
Brest, Finistere, France	Europe	48.390394	-4.486076
Cerreto di Spoleto, Province of Perugia, Italy	Europe	42.8215544	12.9181991
Coruche, Santarem District, Portugal	Europe	38.9603055	-8.5248217
Le Conquet, Finistere, France	Europe	48.359961	-4.774587
Hednesford, Staffordshire, United Kingdom	Europe	52.7115579	-2.0003829
Dodecanese, South Aegean, Greece	Europe	36.4029176	27.9285982
Borso del Grappa, Province of Treviso, Italy	Europe	45.8209246	11.7993333
Barcis, Province of Pordenone, Italy	Europe	46.1907178	12.5592842
L'Epine, Marne, France	Europe	48.977007	4.468398
Puget, Luberon, France	Europe	43.755287	5.269631
Argences, Basse-Normandie, France	Europe	49.130479	-0.15873
Saint-Beat, Occitanie, France	Europe	42.9151529	0.692118
Rijssen, The Netherlands, The Netherlands	Europe	52.3081686	6.5213493
Kendal, Cumbria, United Kingdom	Europe	54.328006	-2.74629
Giulianova, Province of Teramo, Italy	Europe	42.7538138	13.9665051
Guzelyurt, Nicosia District, Cyprus	Europe	35.1863449	32.9663018
Morfelden-Walldorf, Hesse, Germany	Europe	49.980722	8.561487
Rieupeyroux, Occitanie, France	Europe	44.306225	2.236322
Brela, Split-Dalmatia County, Croatia	Europe	43.3685696	16.9299036
Maldegem, East Flanders Province, Belgium	Europe	51.2090702	3.44868
Tournemire, Auvergne-Rhone-Alpes, France	Europe	45.05215	2.484748
Morbio Inferiore, Mendrisiotto, Switzerland	Europe	45.8487988	9.0163811
Staveley, Cumbria, United Kingdom	Europe	54.377897	-2.817677
Belfiore, Province of Verona, Italy	Europe	45.3822147	11.2095742
Yorkshire Dales National Park, North Yorkshire, United Kingdom	Europe	54.1962686	-2.1632062
Comps-sur-Artuby, Provence-Alpes-Cote d'Azur, France	Europe	43.709553	6.50894
De Moer, The Netherlands, The Netherlands	Europe	51.6255918	5.0134146
Plouguerneau, Finistere, France	Europe	48.6059259	-4.504518
Saint-Jean-Saint-Maurice-sur-Loire, Auvergne-Rhone-Alpes, France	Europe	45.9580388	3.9957514
Dinard, Brittany, France	Europe	48.633024	-2.055125
Pievebovigliana, Province of Macerata, Italy	Europe	43.0783577	13.1106093
Gospic, Croatia, Croatia	Europe	44.5469337	15.3750495
Bad Neuenahr-Ahrweiler, Rhineland-Palatinate, Germany	Europe	50.541815	7.1197177
Passy, Haute-Savoie, France	Europe	45.923392	6.684919
Altrincham, England, United Kingdom	Europe	53.3869046	-2.3488983
Casier, Province of Treviso, Italy	Europe	45.6299982	12.2602145
Carlisle, Cumbria, United Kingdom	Europe	54.892473	-2.932931
Dodro, Galicia, Spain	Europe	42.7168491	-8.7150831
Monte Porzio Catone, Province of Rome, Italy	Europe	41.8181871	12.7152505
Condom, Gers, France	Europe	43.9582229	0.372492
County Donegal, Ireland, Ireland	Europe	54.6548993	-8.1040967
Piran, Slovenian Istria, Slovenia	Europe	45.528319	13.5682895
Vinkeveen, Utrecht Province, The Netherlands	Europe	52.2150916	4.9348067
Arenas de San Pedro, Province of Avila, Spain	Europe	40.210266	-5.0832952
Vestby, Vestby Municipality, Norway	Europe	59.6024843	10.7468662
Rethymnon, Rethymnon Prefecture, Greece	Europe	35.3643615	24.4821552
Grazie, Province of Mantua, Italy	Europe	45.1544808	10.6951221
Yaroslavl, Yaroslavl Oblast, Russia	Europe	57.6260744	39.8844709
Govone, Province of Cuneo, Italy	Europe	44.7965817	8.1026692
Crantock, Cornwall, United Kingdom	Europe	50.4019193	-5.1096575
Rainham, Kent, United Kingdom	Europe	51.3628659	0.6112649
Biella, Province of Biella, Italy	Europe	45.5628842	8.0583397
Le Pallet, Loire-Atlantique, France	Europe	47.139777	-1.337189
Genga, Province of Ancona, Italy	Europe	43.4291392	12.935166
Argegno, Lake Como, Italy	Europe	45.9437564	9.1284249
San Vito dei Normanni, Province of Brindisi, Italy	Europe	40.658316	17.706466
Sorga, Province of Verona, Italy	Europe	45.2129468	10.9791964
Gaggenau, Baden-Wurttemberg, Germany	Europe	48.8035508	8.3212584
Carpi, Province of Modena, Italy	Europe	44.7838779	10.8796629
Thal bei Graz, Austria, Austria	Europe	47.078596	15.3552061
Saint-Clement, Auvergne-Rhone-Alpes, France	Europe	46.0622339	3.705745
Viljandi County, Estonia, Estonia	Europe	58.2821746	25.5752233
Barban, Croatia, Croatia	Europe	45.0645315	14.0171185
Sel Municipality, Oppland, Norway	Europe	61.8414805	9.4121375
Isle of Jura, Argyll and Bute, United Kingdom	Europe	55.9041798	-5.9414209
Interlaken, Bernese Oberland, Switzerland	Europe	46.6863481	7.8632049
Canvey Island, Essex, United Kingdom	Europe	51.517083	0.578411
Cenarth, Carmarthenshire, United Kingdom	Europe	52.045084	-4.525164
Krauschwitz, Saxony, Germany	Europe	51.5142078	14.7426882
Cornwall, England, United Kingdom	Europe	50.2660471	-5.0527125
Ufimsky District, Republic of Bashkortostan, Russia	Europe	54.8323892	55.868245
Grevena, West Macedonia, Greece	Europe	40.0837626	21.4273299
Nogaredo, Trentino-Alto Adige, Italy	Europe	45.9149097	11.0228409
Ammerschwihr, Haut-Rhin, France	Europe	48.1256119	7.281956
Calaf, Catalonia, Spain	Europe	41.7325486	1.5135421
Ankara Province, Turkey, Turkey	Europe	39.7805245	32.7181375
Inveraray, Scotland, United Kingdom	Europe	56.2317854	-5.0754102
Canale Monterano, Lazio, Italy	Europe	42.1400313	12.1047329
Paterno, Province of Catania, Italy	Europe	37.5671795	14.9017568
Docksta, Vasternorrland County, Sweden	Europe	63.0562063	18.3288861
Altomunster, Bavaria, Germany	Europe	48.3874681	11.2565819
Tinos, Cyclades, Greece	Europe	37.5773408	25.1652008
Nykoping, Sweden, Sweden	Europe	58.7528439	17.0091593
Gori, Shida Kartli Region, Georgia	Europe	41.9854144	44.108411
Sigtuna, Stockholm County, Sweden	Europe	59.6191463	17.7234191
Fulda, Germany, Germany	Europe	50.5558095	9.6808449
Ta' Xbiex, Island of Malta, Malta	Europe	35.8991448	14.4963519
Caldas de Reis, Province of Pontevedra, Spain	Europe	42.6353087	-8.6380598
Canet-en-Roussillon, Pyrenees-Orientales, France	Europe	42.706091	3.009898
Kolding, South Jutland, Denmark	Europe	55.62955	9.20105
St Helens, Merseyside, United Kingdom	Europe	53.456307	-2.737095
Saint-Malo, Ille-et-Vilaine, France	Europe	48.649337	-2.025674
Mauleon-Licharre, Pyrenees-Atlantiques, France	Europe	43.220131	-0.8895
Hannut, The Ardennes, Belgium	Europe	50.67215	5.0777599
Ehrwald, Tirol, Austria	Europe	47.3998805	10.9183231
Suure-Jaani, Viljandi County, Estonia	Europe	58.5355022	25.4666818
Skierniewice, Lodz Province, Poland	Europe	51.9547169	20.1583303
Rodatychi, Ukraine, Ukraine	Europe	49.799354	23.518328
Makrinitsa, Thessaly, Greece	Europe	39.4017375	22.9877729
Saint-Denis-de-Pile, Nouvelle-Aquitaine, France	Europe	44.992185	-0.2051389
Edegem, Antwerp Province, Belgium	Europe	51.1559541	4.4318937
Abfaltersbach, Tirol, Austria	Europe	46.7585213	12.528068
Khust, Zakarpattia Oblast, Ukraine	Europe	48.1734633	23.2972476
Champcevinel, Nouvelle-Aquitaine, France	Europe	45.215868	0.725841
Borgo San Lorenzo, Province of Florence, Italy	Europe	43.9543788	11.3847483
Bosau, Germany, Germany	Europe	54.1065938	10.430204
Villeneuve, Canton of Vaud, Switzerland	Europe	46.396608	6.9287684
Brossac, Nouvelle-Aquitaine, France	Europe	45.3299	-0.044238
Ironbridge, England, United Kingdom	Europe	52.628385	-2.481324
A Pobra do Caraminal, Province of A Coruna, Spain	Europe	42.6031661	-8.9386899
Noves, Provence-Alpes-Cote d'Azur, France	Europe	43.877232	4.902065
Kirishi, Leningrad Oblast, Russia	Europe	59.4460543	32.015188
Caernarfon, North Wales, United Kingdom	Europe	53.139551	-4.273911
Figueres, Province of Girona, Spain	Europe	42.2655066	2.9581046
Minervino Murge, Province of Barletta-Andria-Trani, Italy	Europe	41.0856165	16.0773816
Chamonix, Haute-Savoie, France	Europe	45.923697	6.869433
Surgeres, Nouvelle-Aquitaine, France	Europe	46.104913	-0.751411
Pescara, Province of Pescara, Italy	Europe	42.4617902	14.2160898
Dittisham, England, United Kingdom	Europe	50.383524	-3.603445
Frosolone, Province of Isernia, Italy	Europe	41.5993235	14.449635
Harlech, Snowdonia National Park, United Kingdom	Europe	52.858894	-4.107858
De Lutte, Overijssel Province, The Netherlands	Europe	52.3149047	6.9874149
Salihli, Turkey, Turkey	Europe	38.487074	28.138052
Otterup, North Funen Municipality, Denmark	Europe	55.514227	10.3983
Koenigsbrunn am Wagram, Austria, Austria	Europe	48.4182767	15.9441724
Kurort Oberwiesenthal, Saxony, Germany	Europe	50.4186222	12.9694104
Central Bosnia Canton, Bosnia and Herzegovina, Bosnia and Herzegovina	Europe	44.1381856	17.6866714
Kirovo-Chepetsk, Kirov Oblast, Russia	Europe	58.5540671	49.9885605
Mozzagrogna, Abruzzo, Italy	Europe	42.2129394	14.4461079
Villemomble, Ile-de-France, France	Europe	48.886727	2.505069
Vigarano Mainarda, Emilia-Romagna, Italy	Europe	44.8591716	11.5026664
Malakonta, Euboea Region, Greece	Europe	38.3981025	23.7662781
Ridderkerk, The Netherlands, The Netherlands	Europe	51.8702526	4.6022335
Stepantsminda, Mtskheta-Mtianeti Region, Georgia	Europe	42.660268	44.641143
Nuevalos, Aragon, Spain	Europe	41.1949094	-1.7817144
Zonza, Corse-du-Sud, France	Europe	41.749626	9.171887
Neris-les-Bains, Auvergne-Rhone-Alpes, France	Europe	46.288688	2.65977
Roosdaal, Flanders, Belgium	Europe	50.8428827	4.0760225
Modra, Bratislava Region, Slovakia	Europe	48.3344706	17.3072873
Vigneux-de-Bretagne, Pays de la Loire, France	Europe	47.326093	-1.737428
Bad Duben, Germany, Germany	Europe	51.5943957	12.5893753
Nice, French Riviera - Cote d'Azur, France	Europe	43.2547731	6.6378577
Adler District, Sochi, Russia	Europe	43.4343234	39.9339462
Atherton, Greater Manchester, United Kingdom	Europe	53.524011	-2.49227
Zelenogorsk, Kurortny District, Russia	Europe	60.1967148	29.7006916
Koumaradei, Northeast Aegean Islands, Greece	Europe	37.7058731	26.8367843
Camerino, Province of Macerata, Italy	Europe	43.1356503	13.0683254
Cottingham, East Riding of Yorkshire, United Kingdom	Europe	53.782081	-0.413978
Illescas, Castile-La Mancha, Spain	Europe	40.1262812	-3.8489895
Rostov, Yaroslavl Oblast, Russia	Europe	57.195623	39.4131527
San Leonardo, Province of Udine, Italy	Europe	46.1185306	13.531517
San Michele all'Adige, Province of Trento, Italy	Europe	46.1878653	11.1330423
Bad Ditzenbach, Germany, Germany	Europe	48.586928	9.6997062
Eltville am Rhein, Hesse, Germany	Europe	50.0289744	8.119173
Monterosso al Mare, Cinque Terre, Italy	Europe	44.1487718	9.6544077
Nicosia District, Cyprus, Cyprus	Europe	35.2002473	32.9902498
West Jutland, Jutland, Denmark	Europe	55.62955	9.20105
Ezcaray, La Rioja, Spain	Europe	42.3260738	-3.0138183
Homps, Occitanie, France	Europe	43.266118	2.720717
Arthurstown, Province of Leinster, Ireland	Europe	52.2420168	-6.9513715
Archidona, Province of Malaga, Spain	Europe	37.0950151	-4.3813967
Calatafimi-Segesta, Province of Trapani, Italy	Europe	37.9141401	12.8635653
Baden-Wurttemberg, Germany, Germany	Europe	48.6616037	9.3501336
Bury St. Edmunds, Suffolk, United Kingdom	Europe	52.2429228	0.7104932
Undervelier, Switzerland, Switzerland	Europe	47.3032006	7.2245072
Braunlage, Lower Saxony, Germany	Europe	51.7249346	10.6104347
Bursa Province, Turkey, Turkey	Europe	40.0655459	29.2320784
Sestao, Basque Country, Spain	Europe	43.3093903	-3.0072372
Grafenhainichen, Germany, Germany	Europe	51.728978	12.4535112
Maldon, Essex, United Kingdom	Europe	51.731805	0.671448
Nuits-Saint-Georges, Cote d'Or, France	Europe	47.137985	4.9503199
Cimasappada, Veneto, Italy	Europe	46.5696674	12.7211822
Budrio, Emilia-Romagna, Italy	Europe	44.5388539	11.5360478
Hvar, Hvar Island, Croatia	Europe	43.1729478	16.4411136
Eccleston, Lancashire, United Kingdom	Europe	53.646615	-2.725534
Lampaul-Guimiliau, Brittany, France	Europe	48.491844	-4.0428879
Mnisek pod Brdy, Central Bohemian Region, Czech Republic	Europe	49.8665005	14.2617649
Nakhodka, Primorsky Krai, Russia	Europe	42.8222753	132.8834039
Mazzano Romano, Province of Rome, Italy	Europe	42.1952011	12.3979431
Civitella Alfedena, Province of L'Aquila, Italy	Europe	41.7662808	13.9085989
Hinojosa del Duque, Andalucia, Spain	Europe	38.4956276	-5.1458131
Saint-Renan, Finistere, France	Europe	48.4323369	-4.628738
Mirachowo, Pomerania Province, Poland	Europe	54.3954325	18.0270358
Tricesimo, Province of Udine, Italy	Europe	46.1602664	13.2075115
Parcent, Province of Alicante, Spain	Europe	38.7420339	-0.0700051
County Mayo, Province of Connacht, Ireland	Europe	54.0152604	-9.4289369
Merida, Province of Badajoz, Spain	Europe	38.9394272	-6.365157
Herzegovina-Neretva Canton, Bosnia and Herzegovina, Bosnia and Herzegovina	Europe	43.5265159	17.763621
Sablet, Vaucluse, France	Europe	44.192424	5.006335
Dunchideock, Devon, United Kingdom	Europe	50.677588	-3.592282
Copenhagen Region, Zealand, Denmark	Europe	55.6760968	12.5683372
Nes, Ameland, The Netherlands	Europe	53.4464532	5.7697068
Halifax, West Yorkshire, United Kingdom	Europe	53.72702	-1.85754
Montenero di Bisaccia, Province of Campobasso, Italy	Europe	41.9575175	14.7813309
St. Albans, Hertfordshire, United Kingdom	Europe	51.752725	-0.339436
Petrcane, Zadar County, Croatia	Europe	44.1874311	15.1600966
Smarjeske Toplice, Slovenia, Slovenia	Europe	45.868227	15.2422388
Montbozon, Haute-Saone, France	Europe	47.466727	6.2585879
Montemor-o-Velho, Central Portugal, Portugal	Europe	40.1748245	-8.6826636
Exmoor National Park, England, United Kingdom	Europe	51.040565	-3.552937
Sobota, Central Poland, Poland	Europe	52.5218495	16.7992422
Kirchberg, Tirol, Austria	Europe	47.4477519	12.3151773
Puerto de Santiago, Tenerife, Spain	Europe	28.2361956	-16.8411272
Saumur, Maine et Loire, France	Europe	47.260135	-0.080893
Vaucluse, Provence-Alpes-Cote d'Azur, France	Europe	44.0565054	5.1432068
Canejan, Catalonia, Spain	Europe	42.8385614	0.7393214
Vadstena, Ostergotland County, Sweden	Europe	58.4476022	14.8902335
Pavullo Nel Frignano, Province of Modena, Italy	Europe	44.3365935	10.8335633
Tula Oblast, Central Russia, Russia	Europe	54.163768	37.5649507
Meaudre, Auvergne-Rhone-Alpes, France	Europe	45.126924	5.526489
Alandroal, Evora District, Portugal	Europe	38.7021331	-7.4036488
Lynmouth, England, United Kingdom	Europe	51.2295747	-3.8291697
Karaman, Karaman Province, Turkey	Europe	37.181009	33.222243
Palkane, Pirkanmaa, Finland	Europe	61.337656	24.2690875
Lalling, Bavaria, Germany	Europe	48.8443817	13.1376652
Klin, Klinsky District, Russia	Europe	56.3333816	36.730447
Porto Ercole, Tuscany, Italy	Europe	42.3966573	11.201569
Brighouse, West Yorkshire, United Kingdom	Europe	53.6713436	-1.8226031
Ueberherrn, Germany, Germany	Europe	49.2391691	6.7006131
Celenza sul Trigno, Province of Chieti, Italy	Europe	41.8733714	14.578892
Sparta, Laconia Region, Greece	Europe	37.074461	22.430264
Valfabbrica, Umbria, Italy	Europe	43.1588812	12.6011644
Great Yarmouth, Norfolk, United Kingdom	Europe	52.598233	1.728047
Tours, Loire Valley, France	Europe	47.3892142	0.6942885
St Buryan, England, United Kingdom	Europe	50.075155	-5.6216989
Fie allo Sciliar, Province of South Tyrol, Italy	Europe	46.5177966	11.5025088
Buti, Tuscany, Italy	Europe	43.7276334	10.5855947
Sliven Province, Bulgaria, Bulgaria	Europe	42.6816702	26.3228569
Walton-On-Thames, Surrey, United Kingdom	Europe	51.38847	-0.416969
Brandenburg City, Brandenburg, Germany	Europe	52.4125287	12.5316444
St. Dogmaels, Pembrokeshire, United Kingdom	Europe	52.081451	-4.682966
Mareta, Province of South Tyrol, Italy	Europe	46.8930351	11.3541499
Luxembourg City, Luxembourg District, Luxembourg	Europe	49.611621	6.1319346
Bourne End, Buckinghamshire, United Kingdom	Europe	51.7459913	-0.5214651
Anthochori, Thessaly, Greece	Europe	39.2788722	21.730263
Schwyz, Canton of Schwyz, Switzerland	Europe	47.0207138	8.6529884
Saint-Julien-Beychevelle, Gironde, France	Europe	45.165884	-0.74085
Wivenhoe, Essex, United Kingdom	Europe	51.857997	0.965274
Rivoli Veronese, Veneto, Italy	Europe	45.5718058	10.8118259
Piwniczna, Southern Poland, Poland	Europe	49.434753	20.7725596
Calenzano, Province of Florence, Italy	Europe	43.86604	11.1673181
Checiny, Swietokrzyskie Province, Poland	Europe	50.8054489	20.4781219
Oldbury, West Midlands, United Kingdom	Europe	52.504923	-2.015907
Villany, Southern Transdanubia, Hungary	Europe	45.8700399	18.453201
Pont Canavese, Province of Turin, Italy	Europe	45.419916	7.5972305
Oberhausen, Germany, Germany	Europe	51.4963341	6.8637765
Tatabanya, Komarom-Esztergom County, Hungary	Europe	47.569246	18.404818
Bichlbach, Austrian Alps, Austria	Europe	47.420214	10.7884838
Bidart, Basque Country, France	Europe	43.439236	-1.590062
Zorita de los Canes, Castile-La Mancha, Spain	Europe	40.3319018	-2.8892031
Limbadi, Calabria, Italy	Europe	38.5572436	15.9668048
Marzamemi, Province of Syracuse, Italy	Europe	36.7429183	15.1169693
Ronzo-Chienis, Trentino-Alto Adige, Italy	Europe	45.8985748	10.9537779
Anadia, Aveiro District, Portugal	Europe	40.4409572	-8.4354306
Arbre, The Ardennes, Belgium	Europe	50.36612	4.82126
East Ayrshire, Ayrshire, United Kingdom	Europe	55.4518496	-4.2644478
Knockholt, Sevenoaks District, United Kingdom	Europe	51.311086	0.1062
Venlo, The Netherlands, The Netherlands	Europe	51.3703748	6.1724031
Llanfairfechan, Conwy County, United Kingdom	Europe	53.252813	-3.975109
Inisheer, Aran Islands, Ireland	Europe	53.0573325	-9.5318416
Lege-Cap-Ferret, Gironde, France	Europe	44.795454	-1.147783
Onich, Scottish Highlands, United Kingdom	Europe	56.702913	-5.2243339
Pratteln, Canton of Basel, Switzerland	Europe	47.5183198	7.6919889
Saint-Just-Saint-Rambert, Loire, France	Europe	45.4936827	4.2453004
Hermsdorf, Germany, Germany	Europe	50.8961276	11.8567193
Filadelfia, Province of Vibo Valentia, Italy	Europe	38.7903096	16.3169479
Les Etards, Ile-de-France, France	Europe	48.656963	2.748648
Apollonia, Sifnos, Greece	Europe	36.9733563	24.7239075
Doonbeg, County Clare, Ireland	Europe	52.7308501	-9.5259951
Rimini, Province of Rimini, Italy	Europe	44.0678288	12.5695158
City of San Marino, San Marino, San Marino	Europe	43.9355907	12.4472806
Bellentre, Auvergne-Rhone-Alpes, France	Europe	45.569286	6.714565
Scandiano, Province of Reggio Emilia, Italy	Europe	44.5982342	10.6909273
Ayerbe, Aragon, Spain	Europe	42.2748623	-0.6879802
Alvignano, Province of Caserta, Italy	Europe	41.2495421	14.3323696
Saint-Jean-Kourtzerode, Grand Est, France	Europe	48.758186	7.196073
Laroque des Alberes, Occitanie, France	Europe	42.521937	2.934437
Nontron, Dordogne, France	Europe	45.530402	0.662239
Petra, Lesbos, Greece	Europe	39.3277944	26.175283
Helsingoer, Copenhagen Region, Denmark	Europe	56.030787	12.592127
Haxey, England, United Kingdom	Europe	53.492476	-0.835478
Jenzat, Allier, France	Europe	46.164929	3.195036
Kecskemet, Bacs-Kiskun County, Hungary	Europe	46.8963711	19.6896861
Fredensborg, Fredensborg Municipality, Denmark	Europe	55.974684	12.4058351
Dottingen, Germany, Germany	Europe	48.4238117	9.4344457
Caminha, Viana do Castelo District, Portugal	Europe	41.8732082	-8.8378454
Sipoo, Uusimaa, Finland	Europe	60.376754	25.268977
Apt, Luberon, France	Europe	43.876452	5.395439
Repton, England, United Kingdom	Europe	52.8387188	-1.5494521
Leuvenum, Gelderland Province, The Netherlands	Europe	52.2941403	5.7200363
Cala'n Bosch, Minorca, Spain	Europe	39.9272831	3.8313683
Lupiac, Gers, France	Europe	43.682206	0.1817969
Arjang, Varmland County, Sweden	Europe	59.3891592	12.132717
Langton Matravers, Dorset, United Kingdom	Europe	50.6166667	-2.0333333
Manarola, Cinque Terre, Italy	Europe	44.1115594	9.7338937
Welling, Greater London, United Kingdom	Europe	51.4622529	0.109744
La Roque-Gageac, Dordogne, France	Europe	44.825047	1.184259
Belus, Nouvelle-Aquitaine, France	Europe	43.589153	-1.114072
Bodmin, Cornwall, United Kingdom	Europe	50.4714961	-4.7188629
Newnham-on-Severn, Gloucestershire, United Kingdom	Europe	51.804963	-2.4516969
San Lorenzo al Mare, Italian Riviera, Italy	Europe	43.8540362	7.9652347
Fermo, Marche, Italy	Europe	43.1588734	13.7200884
Shap, Eden District, United Kingdom	Europe	54.531661	-2.678081
Norfolk, East Anglia, United Kingdom	Europe	52.6139686	0.8864021
Grossarl, Salzburg Region, Austria	Europe	47.2353436	13.1999511
Olesa de Montserrat, Province of Barcelona, Spain	Europe	41.5451695	1.8913371
Newquay, Cornwall, United Kingdom	Europe	50.415497	-5.073719
Isle of Man, United Kingdom (UK), United Kingdom	Europe	54.236107	-4.548056
Bessans, Savoie, France	Europe	45.319892	6.99346
Ehingen, Baden-Wurttemberg, Germany	Europe	48.2928997	9.6612347
Sezze, Province of Latina, Italy	Europe	41.4994158	13.0617578
Ouistreham, Calvados, France	Europe	49.276656	-0.258658
Ebeltoft, Southdjurs Municipality, Denmark	Europe	56.229379	10.604559
Joyeuse, Ardeche, France	Europe	44.479359	4.240216
Brownhills, Walsall, United Kingdom	Europe	52.646054	-1.931056
Saint-Coulomb, Brittany, France	Europe	48.67545	-1.911221
Albosaggia, Lombardy, Italy	Europe	46.1473587	9.8537367
Silleda, Province of Pontevedra, Spain	Europe	42.7020616	-8.2445422
Ivanovka, Central Russia, Russia	Europe	52.2538073	41.5806375
Tikhoretsk, Krasnodar Krai, Russia	Europe	45.8676515	40.105095
Melpignano, Province of Lecce, Italy	Europe	40.1562375	18.291137
Birkenhead, Wirral, United Kingdom	Europe	53.389991	-3.023009
Montagnana, Province of Padua, Italy	Europe	45.2308365	11.4624091
Valverde, Canary Islands, Spain	Europe	27.793241	-17.9413323
Canneto di Lipari, Sicily, Italy	Europe	38.4882955	14.9634988
Bargas, Castile-La Mancha, Spain	Europe	39.9399375	-4.0210189
Fryazino, Moscow Oblast, Russia	Europe	55.9602597	38.0441437
